,epochs,alpha,model,model_ver,training_time_per_step,cosine_similarity_per_phase,final_cosine_similarity,overall_avg_f1,avg_f1_per_phase,avg_f1_final_phase,all_f1_scores,avg_f1_jump,avg_f1_movement,ufo_f1
10,100,0.1,Word2Vec,alignment,4.451708626747132,"[1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418]",1.000000005364418,0.7320874006598652,"[0.712992219749205, 0.7183929415642, 0.7172250268609008, 0.7284123981783421, 0.7321884763437355, 0.7380795258984534, 0.7398341647040505, 0.7418328686734637, 0.7450586472866578, 0.7468577373396402]",0.7468577373396402,"[[0.7781551846903628, 0.722314814814815, 0.742028342028342, 0.6765155748206596, 0.7095393245017306, 0.6893271996459917, 0.7465665816382469, 0.6744812188074599, 0.6932263153805732, 0.6977676411638676], [0.7781551846903628, 0.7744587256004435, 0.742028342028342, 0.6765155748206596, 0.7072910116618726, 0.6839453584018802, 0.7465665816382469, 0.678621382968074, 0.703258321612752, 0.693088932219367], [0.7781551846903628, 0.7744587256004435, 0.7483821733821734, 0.6717126827770965, 0.7072910116618726, 0.6975663959790944, 0.7330754352030947, 0.6749031206219942, 0.7022618977274965, 0.6844436409653801], [0.7781551846903628, 0.7744587256004435, 0.7483821733821734, 0.7655666288334108, 0.7072910116618726, 0.6985545061780916, 0.7388744326499892, 0.6809916580889633, 0.7074060197327339, 0.6844436409653801], [0.7781551846903628, 0.7744587256004435, 0.7483821733821734, 0.7655666288334108, 0.7607248148940174, 0.6985545061780916, 0.7337618653373776, 0.6749031206219942, 0.702934102934103, 0.6844436409653801], [0.7781551846903628, 0.7744587256004435, 0.7483821733821734, 0.7655666288334108, 0.7607248148940174, 0.7380119866324192, 0.7395066004060661, 0.6809916580889633, 0.7059778930746673, 0.6890195933820095], [0.7781551846903628, 0.7744587256004435, 0.7483821733821734, 0.7655666288334108, 0.7607248148940174, 0.7380119866324192, 0.7726128027111508, 0.6764065335753177, 0.6955266955266955, 0.6884961011945139], [0.7781551846903628, 0.7744587256004435, 0.7483821733821734, 0.7655666288334108, 0.7607248148940174, 0.7380119866324192, 0.7726128027111508, 0.6922786917352134, 0.6996415770609318, 0.6884961011945139], [0.7781551846903628, 0.7744587256004435, 0.7440488112883257, 0.7655666288334108, 0.7607248148940174, 0.7380119866324192, 0.7726128027111508, 0.6922786917352134, 0.7362327252867216, 0.6884961011945139], [0.7781551846903628, 0.7744587256004435, 0.7440488112883257, 0.7655666288334108, 0.7607248148940174, 0.7380119866324192, 0.7726128027111508, 0.6922786917352134, 0.7362327252867216, 0.7064870017243384]]",0.038755931233649,-0.0001252864839319,0.7848845547110282
11,140,0.1,Word2Vec,alignment,5.959775137901306,"[1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418]",1.000000005364418,0.7312033391985554,"[0.7124251449117803, 0.719293602429069, 0.718110857474312, 0.727198025752004, 0.7313693427577093, 0.7356008821007822, 0.7382007111214499, 0.7403658107037823, 0.7434082391401461, 0.7460607755945201]",0.7460607755945201,"[[0.7694068302526044, 0.722314814814815, 0.7434878238430249, 0.682912651579502, 0.7093417531069101, 0.6893271996459917, 0.7465665816382469, 0.6744812188074599, 0.6932263153805732, 0.6931862600486761], [0.7694068302526044, 0.7689299640592259, 0.742028342028342, 0.6812814378603852, 0.7165833220705501, 0.6839453584018802, 0.7465665816382469, 0.6882920670522097, 0.7074060197327339, 0.6884961011945139], [0.7694068302526044, 0.7689299640592259, 0.7557247808107309, 0.6717126827770965, 0.7123654374030313, 0.6921644031696311, 0.7337618653373776, 0.6861544253376081, 0.7064445446304348, 0.6844436409653801], [0.7694068302526044, 0.7689299640592259, 0.7557247808107309, 0.7588615528894076, 0.7123654374030313, 0.6977335040686343, 0.7395066004060661, 0.6861544253376081, 0.6988535213273517, 0.6844436409653801], [0.7694068302526044, 0.7689299640592259, 0.7557247808107309, 0.7588615528894076, 0.7523908113970226, 0.6985545061780916, 0.7395066004060661, 0.6861544253376081, 0.699720315280956, 0.6844436409653801], [0.7694068302526044, 0.7689299640592259, 0.7557247808107309, 0.7588615528894076, 0.7523908113970226, 0.7346123218151092, 0.7395066004060661, 0.6861544253376081, 0.7059778930746673, 0.6844436409653801], [0.7694068302526044, 0.7689299640592259, 0.7513918905011835, 0.7588615528894076, 0.7523908113970226, 0.7346123218151092, 0.7703780952452149, 0.6815616507855496, 0.7059778930746673, 0.6884961011945139], [0.7694068302526044, 0.7689299640592259, 0.7513918905011835, 0.7588615528894076, 0.7523908113970226, 0.7346123218151092, 0.7703780952452149, 0.7032126466088732, 0.7059778930746673, 0.6884961011945139], [0.7694068302526044, 0.7689299640592259, 0.7513918905011835, 0.7588615528894076, 0.7523908113970226, 0.7346123218151092, 0.7703780952452149, 0.7032126466088732, 0.7364021774383055, 0.6884961011945139], [0.7694068302526044, 0.7689299640592259, 0.7513918905011835, 0.7588615528894076, 0.7523908113970226, 0.7346123218151092, 0.7703780952452149, 0.7032126466088732, 0.7364021774383055, 0.7150214657382544]]",0.0370017541488856,4.124098132624797e-05,0.7782162173942585
12,20,0.5,Word2Vec,alignment,1.3741735458374025,"[1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418]",1.000000005364418,0.7282780122778171,"[0.7132479961335486, 0.7190479470726798, 0.7178934689551257, 0.7302166327941644, 0.7366393788894261, 0.7361233500309406, 0.7320664568074499, 0.7310821325422557, 0.7335820672251786, 0.7328806923274012]",0.7328806923274012,"[[0.7829990243811356, 0.7159569784458167, 0.7393095465807124, 0.6812814378603852, 0.7053655899445871, 0.6840101328762405, 0.741509654201173, 0.6878056412523222, 0.6924147561471216, 0.7018271996459916], [0.7829990243811356, 0.7362893658655905, 0.7405837707255419, 0.6812814378603852, 0.7364196204797708, 0.6839453584018802, 0.7408521303258144, 0.6832260747745381, 0.7031484644387871, 0.701734223473354], [0.7829990243811356, 0.7362893658655905, 0.7301417564119609, 0.6769997988388793, 0.7317787666893752, 0.6827408382707922, 0.761395921909947, 0.6875842989115301, 0.6886100624275174, 0.7003948558445283], [0.7829990243811356, 0.7362893658655905, 0.7356588170373807, 0.7986655360708186, 0.7364196204797708, 0.6916596916265793, 0.7671134922317159, 0.6875842989115301, 0.6694341762991649, 0.6963423050379572], [0.7829990243811356, 0.7362893658655905, 0.7356588170373807, 0.7986655360708186, 0.7741442665861271, 0.6916596916265793, 0.773141598157303, 0.6875842989115301, 0.6899088852198374, 0.6963423050379572], [0.7829990243811356, 0.7362893658655905, 0.7356588170373807, 0.7986655360708186, 0.7741442665861271, 0.6812137165577151, 0.773141598157303, 0.6875842989115301, 0.6905870138354215, 0.7009498629063846], [0.7829990243811356, 0.7362893658655905, 0.7356588170373807, 0.7986655360708186, 0.7741442665861271, 0.6812137165577151, 0.7426772202870996, 0.6829546022528478, 0.6851121561293989, 0.7009498629063846], [0.7829990243811356, 0.7362893658655905, 0.7356588170373807, 0.7986655360708186, 0.7741442665861271, 0.6812137165577151, 0.7426772202870996, 0.6731113596009065, 0.6851121561293989, 0.7009498629063846], [0.7829990243811356, 0.7362893658655905, 0.7356588170373807, 0.7986655360708186, 0.7741442665861271, 0.6812137165577151, 0.7426772202870996, 0.6731113596009065, 0.7093271423916585, 0.701734223473354], [0.7829990243811356, 0.7362893658655905, 0.7356588170373807, 0.7986655360708186, 0.7741442665861271, 0.6812137165577151, 0.7426772202870996, 0.6731113596009065, 0.7093271423916585, 0.6947204744955792]]",0.0150809331264404,0.0007481304172908,0.7713097713097713
13,60,0.5,Word2Vec,alignment,2.655204796791077,"[1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418]",1.000000005364418,0.7065791300568113,"[0.7114276663712332, 0.7062853862550866, 0.7081352062798302, 0.7078287633366706, 0.7132972225206193, 0.7150530801465858, 0.7072675932978484, 0.7016861065737219, 0.6979575321694942, 0.6968527436170265]",0.6968527436170265,"[[0.7342574205807244, 0.7159569784458167, 0.7307342577506465, 0.6929621255035099, 0.7136990515818556, 0.7021348059099738, 0.7369871416342804, 0.6923613135140387, 0.6928538198526333, 0.7023297489388528], [0.7342574205807244, 0.6806584362139917, 0.7230112483465149, 0.6869135802469136, 0.7280104624053143, 0.6832382847219748, 0.735917414797993, 0.6965441291512299, 0.6965352449223418, 0.6977676411638676], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.6896009056928598, 0.7298635874794815, 0.6760698259406128, 0.7524016254174984, 0.6907566799976816, 0.7164516304643693, 0.7020640754352749], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.7216666960336898, 0.7257309941520468, 0.681377947581431, 0.7523758422153245, 0.6856886437264688, 0.6961000735835173, 0.6912037037037037], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.7216666960336898, 0.7728951173395618, 0.6796902025307322, 0.7461207796001835, 0.6917318332523011, 0.7055201603754989, 0.6912037037037037], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.7216666960336898, 0.7728951173395618, 0.7009426337481637, 0.7518171884944963, 0.6907566799976816, 0.7077003531083251, 0.6806084003734161], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.7216666960336898, 0.7728951173395618, 0.7009426337481637, 0.6871452040534166, 0.6870829107678035, 0.6981912382919094, 0.6806084003734161], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.7216666960336898, 0.7728951173395618, 0.7009426337481637, 0.6871452040534166, 0.6312680435265379, 0.6981912382919094, 0.6806084003734161], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.7216666960336898, 0.7728951173395618, 0.7009426337481637, 0.6871452040534166, 0.6312680435265379, 0.6543762008878288, 0.6871376937352197], [0.7342574205807244, 0.6806584362139917, 0.7092278755758069, 0.7158406020423068, 0.7728951173395618, 0.7009426337481637, 0.6871452040534166, 0.6312680435265379, 0.6543762008878288, 0.6819159022019256]]",-0.0131248056529418,-0.0003410614403159,0.7728921471295513
14,100,0.5,Word2Vec,alignment,4.179007482528687,"[1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418]",1.000000005364418,0.7050465433375243,"[0.7038620863784388, 0.7073762230521836, 0.7056602679881407, 0.7084611797130591, 0.707974512359683, 0.7087882605110907, 0.707109301335678, 0.7036659848514258, 0.6997849129459601, 0.697782704239579]",0.697782704239579,"[[0.7126630426787578, 0.7159569784458167, 0.7188480280542623, 0.6948765510763727, 0.709964737326775, 0.6921644031696311, 0.7297972746607727, 0.6878056412523222, 0.6828488785010524, 0.6936953286186248], [0.7126630426787578, 0.6966317602792511, 0.7296094244149273, 0.6881300520813629, 0.7624966072001382, 0.67429613081787, 0.7363934692809595, 0.6878056412523222, 0.6904788627010849, 0.6952572398151622], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.6930683236863012, 0.7631321696935434, 0.6690328305235137, 0.7461437113611028, 0.6741773712533946, 0.6863992855210822, 0.6999756386939365], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.7553225327622037, 0.7522038737355053, 0.6767577269941336, 0.7399063899063899, 0.6741773712533946, 0.6694248703679082, 0.6921456829625221], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.7553225327622037, 0.726001955034213, 0.6813873566237634, 0.7455938697318008, 0.6741773712533946, 0.6759108149357028, 0.696677874107217], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.7553225327622037, 0.726001955034213, 0.6771342517157951, 0.7564573917811934, 0.6782980955369501, 0.6738155640224107, 0.6961794651096068], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.7553225327622037, 0.726001955034213, 0.6771342517157951, 0.7300156510973288, 0.6777018303334094, 0.6800420730541212, 0.7002013702111735], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.7553225327622037, 0.726001955034213, 0.6771342517157951, 0.7300156510973288, 0.6432686654908877, 0.6800420730541212, 0.7002013702111735], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.7553225327622037, 0.726001955034213, 0.6771342517157951, 0.7300156510973288, 0.6432686654908877, 0.6534697612476745, 0.6879629629629629], [0.7126630426787578, 0.6966317602792511, 0.7153785461905252, 0.7553225327622037, 0.726001955034213, 0.6771342517157951, 0.7300156510973288, 0.6432686654908877, 0.6534697612476745, 0.667940875899153]]",-0.0121362461467742,0.0005979307892885,0.7690663774680233
15,140,0.5,Word2Vec,alignment,5.060076904296875,"[1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418, 1.000000005364418]",1.000000005364418,0.7004897725086698,"[0.7053551660133716, 0.7108476787676257, 0.702317397999827, 0.7081649636422, 0.7016037094372665, 0.7065996197014861, 0.7002045821063213, 0.6923701363968633, 0.6906455640491249, 0.6867889069726135]",0.6867889069726135,"[[0.7241581825244996, 0.722314814814815, 0.7349132443007035, 0.6893655657700601, 0.702771754871665, 0.6886726417868386, 0.7380617994740156, 0.6832260747745381, 0.6724070488372548, 0.697660532979325], [0.7241581825244996, 0.7227098514910167, 0.7459590199455873, 0.6897158898198062, 0.7520370370370371, 0.6736509942175379, 0.7318900969694621, 0.6836284368017099, 0.6870667458902752, 0.697660532979325], [0.7241581825244996, 0.7227098514910167, 0.6880484584918847, 0.685482119781351, 0.751161794180662, 0.6756738479197395, 0.7330622158208365, 0.6772517822987307, 0.6885080938501758, 0.6771176336393728], [0.7241581825244996, 0.7227098514910167, 0.6880484584918847, 0.7561454804778035, 0.7562037037037036, 0.6750545320434899, 0.7393836322407751, 0.6829546022528478, 0.6584613826156875, 0.6785298105802916], [0.7241581825244996, 0.7227098514910167, 0.6880484584918847, 0.7561454804778035, 0.7031819094809896, 0.6553336970358247, 0.7308080808080808, 0.6782980955369501, 0.6788235279453246, 0.6785298105802916], [0.7241581825244996, 0.7227098514910167, 0.6880484584918847, 0.7561454804778035, 0.7031819094809896, 0.7021711366538952, 0.7330622158208365, 0.6782980955369501, 0.6788235279453246, 0.6793973385916612], [0.7241581825244996, 0.7227098514910167, 0.6841438471616536, 0.7561454804778035, 0.7031819094809896, 0.7021711366538952, 0.6761102156878162, 0.6736135009726357, 0.6763582494467052, 0.6834534471661975], [0.7241581825244996, 0.7227098514910167, 0.6841438471616536, 0.7561454804778035, 0.7031819094809896, 0.7021711366538952, 0.6761102156878162, 0.5952690438780547, 0.6763582494467052, 0.6834534471661975], [0.7241581825244996, 0.7227098514910167, 0.6841438471616536, 0.7561454804778035, 0.7031819094809896, 0.7021711366538952, 0.6761102156878162, 0.5952690438780547, 0.6611465154002719, 0.6814194577352471], [0.7241581825244996, 0.7227098514910167, 0.6841438471616536, 0.7561454804778035, 0.7031819094809896, 0.7021711366538952, 0.6761102156878162, 0.5952690438780547, 0.6611465154002719, 0.642852886970133]]",-0.0202345867472045,-4.3843329416551166e-05,0.7630979027044381
0,20,0.01,Word2Vec,basic,9.474092149734496,"[0.9994888216257095, 0.9986893963813782, 0.9979471206665039, 0.9978329229354859, 0.9969048482179642, 0.9962664461135864, 0.9955210310220718, 0.9950401443243027, 0.9944648534059525, 0.9940545183420181]",0.994054518342018,0.7286660615427343,"[0.7133363167669007, 0.717356659834416, 0.7224048456394302, 0.72925720645206, 0.7338899955443078, 0.730656401830969, 0.734546259968922, 0.7314849977846907, 0.735488644676041, 0.7382392869296043]",0.7382392869296043,"[[0.751853970675481, 0.722314814814815, 0.7371794871794872, 0.6871714659028091, 0.7051533595894499, 0.682921788051122, 0.7465665816382469, 0.7010871791510662, 0.6973802971931754, 0.701734223473354], [0.7573723776409668, 0.7397682739291117, 0.7371794871794872, 0.6981253210066769, 0.709964737326775, 0.6825893646397855, 0.7425138495494846, 0.7052800512684666, 0.6990389123300517, 0.701734223473354], [0.751853970675481, 0.745139374494399, 0.7566401605738605, 0.6930683236863012, 0.7057968879322631, 0.6958050510609674, 0.7506125080593166, 0.7106927377773392, 0.7031597352316723, 0.7112797069027007], [0.751853970675481, 0.745139374494399, 0.7544038079583589, 0.7563359076588507, 0.7108918128654972, 0.6989601121801546, 0.760735938832954, 0.7106927377773392, 0.6968516953708583, 0.7067067067067067], [0.7579558123036384, 0.7508304118617383, 0.7643222822142796, 0.7563359076588507, 0.7328216374269005, 0.7089953251745493, 0.7546526531658548, 0.7094275235597007, 0.6968516953708583, 0.7067067067067067], [0.7579558123036384, 0.7508304118617383, 0.7684853775643824, 0.748997359654366, 0.7282558902884185, 0.6870470670080299, 0.7484984550418559, 0.7140080707781573, 0.6957788671023964, 0.7067067067067067], [0.7579558123036384, 0.755215611148674, 0.7703962703962705, 0.748997359654366, 0.732449494949495, 0.6906089869311568, 0.7634540420749666, 0.7140080707781573, 0.7002106716065527, 0.7121662798459419], [0.7579558123036384, 0.755215611148674, 0.755595540462661, 0.7544659981368843, 0.7278562579682952, 0.6817228892700591, 0.7692022732817115, 0.7004586438224881, 0.7002106716065527, 0.7121662798459419], [0.7579558123036384, 0.7490357253383454, 0.7512131570993859, 0.7544659981368843, 0.7278562579682952, 0.6958594033050435, 0.774962290968687, 0.7004586438224881, 0.7309128779717016, 0.7121662798459419], [0.7630923116303233, 0.7490357253383454, 0.755595540462661, 0.7501027326895416, 0.7329560460290511, 0.6914615238998167, 0.7791037553232675, 0.7004586438224881, 0.7374252028597909, 0.723161387240757]]",0.0159185285237232,0.0013057153693028,0.7884755276503759
1,60,0.01,Word2Vec,basic,10.031968545913696,"[0.9985559523105622, 0.9966852003335953, 0.995032970905304, 0.994815753698349, 0.9930299192667007, 0.9918635320663453, 0.9905772602558136, 0.9895756596326828, 0.9885263574123383, 0.9877365392446518]",0.9877365392446518,0.739819939294389,"[0.7171806919999503, 0.7252440412268113, 0.7284971573036074, 0.7368987168629129, 0.7395601630769071, 0.7422325095591168, 0.7478134248665149, 0.7502993484586336, 0.755209057732205, 0.755264281857234]",0.755264281857234,"[[0.7573723776409668, 0.7312631085449207, 0.7371794871794872, 0.6927609427609428, 0.7051533595894499, 0.6838777155758288, 0.7506125080593166, 0.7090682033021959, 0.6973802971931754, 0.7071389201532184], [0.7742164206073214, 0.7682799544209603, 0.7471433331925299, 0.6965920677128965, 0.7104152218465191, 0.696707904255074, 0.7526027488718338, 0.7048219188011343, 0.6904496313486325, 0.7112112112112112], [0.7742164206073214, 0.7682799544209603, 0.7745540467340343, 0.6850765136582041, 0.7162107556670122, 0.7097896652613634, 0.7444816176301865, 0.7052800512684666, 0.6949162679425838, 0.7121662798459419], [0.7786994367639529, 0.7682799544209603, 0.7745540467340343, 0.7667098285855222, 0.7203818369453044, 0.7079361114580299, 0.7444816176301865, 0.7044442328359022, 0.6913338234092951, 0.7121662798459419], [0.7831650883994158, 0.7726078982393499, 0.7594487490388596, 0.7603077902362223, 0.7523018028674953, 0.7043979276665328, 0.7444816176301865, 0.7004118021779625, 0.706312674667105, 0.7121662798459419], [0.7831650883994158, 0.7704938813319683, 0.7745540467340343, 0.7625760315633734, 0.7457887123492218, 0.6917748436928743, 0.7624328390285836, 0.7045636987976914, 0.7107684316341364, 0.7162075220598693], [0.7786994367639529, 0.7618624401323261, 0.7784090909090908, 0.7667098285855222, 0.7524154589371981, 0.696216102845017, 0.8194084537360857, 0.7053401367971796, 0.7094297195921757, 0.7096435803666009], [0.7876145401994878, 0.7618624401323261, 0.7797357448726617, 0.7667098285855222, 0.745924010629893, 0.7012240494084381, 0.8143057901554996, 0.7252426917471055, 0.714751493232506, 0.7056228956228957], [0.7876145401994878, 0.7661838374231662, 0.7778130067107973, 0.7603077902362223, 0.7651536643026006, 0.7014677297458594, 0.8245095139505079, 0.7174220115396586, 0.7459955875908548, 0.7056228956228957], [0.7831650883994158, 0.7650419515980408, 0.7778130067107973, 0.7644100743745774, 0.758824087920435, 0.7024083511425284, 0.8139362107616076, 0.7174220115396586, 0.7459955875908548, 0.723626448534424]]",0.0323870636911888,0.0011031151278041,0.7936000635865643
2,100,0.01,Word2Vec,basic,12.138432884216307,"[0.9978388619422912, 0.9952627021074295, 0.9929954040050507, 0.9926876574754715, 0.9903116589784622, 0.9888962757587433, 0.9872946089506149, 0.9857575565576553, 0.9844069653749465, 0.983339496254921]",0.983339496254921,0.7433253124188965,"[0.7178993180543185, 0.7248535830343213, 0.7326062222429288, 0.7406867689001155, 0.7443789969681462, 0.7491169997748519, 0.753519975006302, 0.7572673366249484, 0.7561889800543076, 0.7567349435287255]",0.7567349435287255,"[[0.7739438134572363, 0.7271082247477901, 0.7308931276644871, 0.6974855243746747, 0.7102118989697909, 0.6838777155758288, 0.7526027488718338, 0.7048860751086113, 0.6908451316197145, 0.7071389201532184], [0.7783389775842607, 0.7724597888887325, 0.7408191670559149, 0.6961535821339497, 0.7162107556670122, 0.6925825173792313, 0.7354216509679242, 0.7098446413016841, 0.6941457586618878, 0.7125589907026155], [0.7837037037037037, 0.7724597888887325, 0.7872486163625404, 0.689116860227237, 0.7308541348276448, 0.7007786573003965, 0.7444823907848278, 0.7094729233858672, 0.6957788671023964, 0.7121662798459419], [0.7880887259870141, 0.7724597888887325, 0.7723781229026155, 0.7685026534351872, 0.7314977801247825, 0.7079361114580299, 0.7506125080593166, 0.7086371049533025, 0.7011319975692784, 0.7056228956228957], [0.782531849701661, 0.7756410256410255, 0.7723781229026155, 0.7644100743745774, 0.758824087920435, 0.7052941465693143, 0.7519237115063815, 0.7088099832987531, 0.7072771903146018, 0.7166997774520979], [0.7869381017172113, 0.7650419515980408, 0.7850143783780738, 0.7644100743745774, 0.7651536643026006, 0.7353867623604465, 0.7646876544758335, 0.7061024482658117, 0.700791864632825, 0.7176430976430975], [0.7869443943027584, 0.7704938813319683, 0.7852923121976495, 0.7644100743745774, 0.7651536643026006, 0.7268341307814992, 0.8202947512730122, 0.7060150775675992, 0.6996143550655596, 0.7101471088657959], [0.7814431602764018, 0.7606987784892464, 0.7808986074541333, 0.7644100743745774, 0.7704075577393246, 0.7309678995541362, 0.8094548530719637, 0.7453115361939524, 0.7090645592264667, 0.720016339869281], [0.7814560366503382, 0.7714437367303609, 0.7852923121976495, 0.7538151833555874, 0.7595481796790894, 0.7202069716775599, 0.8139362107616076, 0.7189461359397633, 0.7416971057606281, 0.7155479277904907], [0.7869443943027584, 0.7714437367303609, 0.7798467040420425, 0.7578966576059599, 0.7550345502354308, 0.7319826928640943, 0.8049562996577294, 0.7189461359397633, 0.7446392225147805, 0.7156590413943356]]",0.0395814384226489,0.0003965840609904,0.7966520486346912
3,140,0.01,Word2Vec,basic,14.717051124572754,"[0.9972391188144684, 0.9940185248851776, 0.9912441724538803, 0.9908644992113114, 0.9881223458051681, 0.9864755648374558, 0.9844420230388642, 0.982503005862236, 0.9809373581409454, 0.9796714770793915]",0.9796714770793916,0.7458147200046855,"[0.7182250873917333, 0.7250837611934331, 0.7364035860977729, 0.7421070546776974, 0.7443215564313341, 0.7491987112431848, 0.7553016783081639, 0.7587712629174824, 0.7636827069506876, 0.7650517948353641]",0.7650517948353641,"[[0.779537037037037, 0.7260514097590866, 0.7308931276644871, 0.6962068091577258, 0.7102118989697909, 0.6838777155758288, 0.7526027488718338, 0.7048860751086113, 0.6908451316197145, 0.7071389201532184], [0.7838958538696138, 0.771279364427094, 0.7266468431634255, 0.6999414609218285, 0.7203818369453044, 0.696707904255074, 0.7354216509679242, 0.7143896170673593, 0.6896140896140897, 0.7125589907026155], [0.7838958538696138, 0.771279364427094, 0.80434544358595, 0.6889079312827251, 0.7411476387920349, 0.7007786573003965, 0.7491764533109376, 0.7145739775076354, 0.6977642610554002, 0.7121662798459419], [0.7882399388062279, 0.771279364427094, 0.7938121009722151, 0.7644100743745774, 0.7279589068778228, 0.7043616036062171, 0.7553406404470234, 0.6969974928147741, 0.7076083690181054, 0.7110620554329162], [0.7936739948946636, 0.7756410256410255, 0.7850143783780738, 0.7708333333333334, 0.7636984039625757, 0.7008198736386656, 0.7363221884498481, 0.6893423724168476, 0.711348392437784, 0.7165216011605241], [0.7980096857086992, 0.7692185672638122, 0.789120839906844, 0.7644100743745774, 0.7591363102232668, 0.7312395131485031, 0.770574806719385, 0.6933656482569526, 0.7003900656692835, 0.7165216011605241], [0.802343224815135, 0.7692185672638122, 0.799198136113061, 0.7720729096236196, 0.7580148185171302, 0.7226893425561572, 0.8097562445388533, 0.7046238785369221, 0.6951657684141761, 0.7199338927027714], [0.7968327968327968, 0.7756410256410255, 0.8014749362212573, 0.7697199540416099, 0.7644951275139954, 0.7160826594788858, 0.8032886774341638, 0.7353159621980409, 0.7048451499437663, 0.720016339869281], [0.7957483376838216, 0.7756410256410255, 0.7950920851231916, 0.7761654886842293, 0.7654222259245375, 0.7160826594788858, 0.8122222685397474, 0.7307685543846985, 0.7535389573383734, 0.7161454667083663], [0.7968327968327968, 0.7756410256410255, 0.8005473059174489, 0.7737821801129295, 0.7654222259245375, 0.7253271828897833, 0.8032886774341638, 0.7307685543846985, 0.7552986366999334, 0.7236093625163242]]",0.0434021177177918,0.0009586174688417,0.7899777376401899
